      1,  0.253595501,    2.5273087,           0.
      2,  0.253595501,    2.5273087,  0.254000008
      3,  0.504656792,   2.48936176,  0.254000008
      4,  0.504656792,   2.48936176,           0.
      5,  0.253595501,    2.5273087,  0.508000016
      6,           0.,   2.53999996,  0.254000008
      7,           0.,   2.53999996,  0.508000016
      8,           0.,   2.53999996,           0.
      9,  0.504656792,   2.48936176,  0.508000016
     10,  0.253595501,    2.5273087,  0.127000004
     11,  0.379600614,   2.51147437,  0.254000008
     12,  0.504656792,   2.48936176,  0.127000004
     13,  0.379600614,   2.51147437,           0.
     14,  0.253595501,    2.5273087,  0.381000012
     15,  0.126956433,   2.53682518,  0.254000008
     16,           0.,   2.53999996,  0.381000012
     17,  0.126956433,   2.53682518,  0.508000016
     18,  0.126956433,   2.53682518,           0.
     19,           0.,   2.53999996,  0.127000004
     20,  0.379600614,   2.51147437,  0.508000016
     21,  0.504656792,   2.48936176,  0.381000012
